query_form,complexity_score,nary_count,has_negation,has_annotation,op_FILTER,op_FILTER_NOT_EXISTS,op_OPTIONAL,op_UNION,op_GROUP_BY,op_ORDER_BY,op_LIMIT,op_DISTINCT,op_HAVING,op_BIND,op_VALUES,op_SUBQUERY,op_REGEX,op_STRSTARTS,op_COUNT,op_AGG_OTHER,operator_count,operator_diversity,join_count,nesting_depth,compositional_score,entity_count,class_count,relation_count,literal_count,namespace_count,ttr,vocab_tokens,line_count,token_count,char_count,Domain
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4528,53,29,182,2242,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,3,1,2,14,8,0.4638,69,30,231,2410,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5294,51,29,179,2146,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5116,43,30,170,2102,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5094,53,30,191,2235,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,3,1,3,13,8,0.5091,55,30,195,2251,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,15,8,0.4727,55,33,229,2523,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5,62,30,209,2380,LegalQA
SELECT,11.5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,5,2,13.5,6,1,5,16,8,0.4923,65,32,223,2516,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,7,0.551,49,28,163,2113,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.434,53,29,185,2208,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,4,2,2,14,8,0.4918,61,31,234,2624,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4737,57,29,204,2261,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,12,8,0.6286,35,29,136,1939,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,7,0.5098,51,27,161,2096,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5349,43,31,193,2277,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4762,63,29,206,2403,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,16,8,0.5814,43,31,185,2273,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5778,45,29,163,2118,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.4444,63,31,209,2576,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,8,0.5075,67,32,252,2618,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5641,39,32,171,2221,LegalQA
SELECT,10.0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,2,14.0,7,7,2,13,8,0.5128,39,32,196,2369,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5333,45,32,198,2348,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5116,43,29,173,2172,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,7,0.551,49,29,168,2239,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,8,0.5366,41,28,152,2013,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,14,8,0.5091,55,31,195,2290,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5676,37,29,148,1974,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5111,45,30,179,2188,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5098,51,29,188,2215,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,12,8,0.3623,69,30,222,2671,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5306,49,32,198,2351,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.6047,43,31,179,2291,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,8,0.5102,49,28,168,2055,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.6286,35,31,161,2157,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5106,47,29,171,2105,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5854,41,31,179,2264,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,7,0.4909,55,27,176,2091,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.551,49,29,175,2110,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5366,41,30,166,2034,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5385,39,29,152,2028,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,17,8,0.4909,55,31,216,2466,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.5814,43,30,175,2164,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.5306,49,31,187,2355,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,8,0.5152,33,28,137,1894,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.566,53,29,185,2240,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5405,37,30,166,2072,LegalQA
SELECT,11.5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,5,2,13.5,6,1,5,14,8,0.4769,65,33,234,2600,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5714,35,29,158,2009,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.4359,39,30,157,2100,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.493,71,30,229,2467,LegalQA
SELECT,11.5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,5,2,13.5,6,1,5,13,8,0.5254,59,32,217,2513,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5098,51,29,179,2114,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5714,49,29,176,2145,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,7,0.5556,45,29,172,2163,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,16,8,0.5532,47,30,193,2235,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4667,45,29,170,2099,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,12,8,0.5556,45,29,175,2183,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.5641,39,30,156,2055,LegalQA
SELECT,13.0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,5,3,16.5,6,1,4,13,8,0.4576,59,32,229,2520,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.4727,55,29,183,2159,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,15,8,0.5111,45,33,204,2401,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.4921,63,30,211,2440,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,7,0.5294,51,29,170,2257,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5116,43,29,165,2069,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5116,43,30,172,2122,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,16,8,0.5333,45,29,167,2094,LegalQA
SELECT,16.0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,2,12.5,2,1,2,13,8,0.5556,45,29,170,2120,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,8,0.4795,73,32,238,2648,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,14,8,0.4769,65,31,221,2515,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.4545,55,31,203,2449,LegalQA
SELECT,5.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,9.0,2,1,1,14,8,0.5897,39,29,171,2093,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,8,0.4615,39,28,152,1972,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5088,57,29,191,2272,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5349,43,31,183,2215,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5405,37,30,169,2086,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,12,8,0.5122,41,29,160,2113,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5106,47,30,177,2186,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,6,3,4,12,8,0.549,51,31,204,2499,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5472,53,29,182,2220,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,12,8,0.5938,32,28,134,1852,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.6,35,29,146,1939,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,15,8,0.5581,43,30,167,2185,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5094,53,32,217,2375,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,12,8,0.5581,43,28,158,1986,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5079,63,31,224,2547,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.561,41,31,182,2278,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.4906,53,30,193,2266,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.6296,27,32,160,2134,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,2,12.0,7,6,2,13,8,0.4627,67,30,246,2513,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5814,43,29,167,2058,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5111,45,29,164,2078,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5366,41,29,159,2031,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5946,37,31,167,2086,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5091,55,31,203,2367,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,7,0.5333,45,27,149,2005,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5424,59,31,209,2500,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5854,41,29,161,2077,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.4133,75,30,227,2511,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5385,39,30,184,2153,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,3,1,3,13,8,0.4727,55,30,189,2218,LegalQA
SELECT,10.0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,2,12.5,4,1,3,12,8,0.6286,35,29,152,1986,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.4912,57,31,208,2451,LegalQA
SELECT,13.0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,6,3,6,2,17.0,10,8,4,14,8,0.5246,61,35,254,2827,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,5,4,2,16,8,0.4909,55,30,226,2390,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.4681,47,31,201,2420,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5085,59,31,203,2474,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,3,1,3,14,8,0.5714,49,31,185,2287,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4615,65,29,200,2272,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5091,55,29,191,2205,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5246,61,30,226,2453,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.549,51,31,187,2381,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5306,49,29,188,2152,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5319,47,31,179,2210,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.4769,65,29,210,2387,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,8,0.5306,49,32,212,2393,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5283,53,32,200,2390,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4737,57,31,218,2468,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4746,59,29,203,2345,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,7,0.5111,45,29,168,2209,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5116,43,30,176,2133,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,3,1,2,12,8,0.4638,69,28,203,2372,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.6286,35,32,189,2264,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,13,8,0.4667,45,31,187,2198,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,8,0.4884,43,32,184,2281,LegalQA
SELECT,10.0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,3,13.5,4,1,2,15,8,0.4915,59,32,249,2617,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5254,59,32,220,2502,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5319,47,30,174,2208,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5306,49,29,176,2135,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4762,63,29,206,2278,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5532,47,29,170,2095,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,13,8,0.6098,41,31,177,2242,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.5094,53,30,193,2246,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4237,59,31,221,2425,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5098,51,31,195,2303,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4314,51,29,182,2273,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.6,35,29,143,1894,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,15,8,0.5143,35,31,174,2113,LegalQA
SELECT,16.0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,2,12.5,3,1,2,13,8,0.5455,55,29,194,2221,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.4545,55,30,182,2241,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5102,49,29,176,2146,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5405,37,30,159,2110,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5102,49,29,180,2150,LegalQA
SELECT,16.0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,2,12.5,2,1,2,14,8,0.6,35,30,160,2023,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5385,39,29,153,1982,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5254,59,31,215,2414,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5581,43,29,164,2197,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5077,65,31,247,2629,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.551,49,30,178,2164,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4902,51,31,200,2342,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.5472,53,30,202,2332,LegalQA
SELECT,20.5,0,1,1,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,8,4,7,3,21.5,9,7,5,17,8,0.5068,73,39,294,3004,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5135,37,29,152,2021,LegalQA
